  0.100000001       1.97019947       1.99000835       1.98088884E-02
  0.200000003       1.92114151       1.96013319       3.89916897E-02
  0.300000012       1.85350513       1.91067302       5.71678877E-02
  0.400000006       1.76814687       1.84212196       7.39750862E-02
  0.500000000       1.66609073       1.75516510       8.90743732E-02
  0.600000024       1.54851627       1.65067124      0.102154970    
  0.699999988       1.41674519       1.52968442      0.112939239    
  0.800000012       1.27222705       1.39341342      0.121186376    
  0.900000036       1.11652327       1.24321985      0.126696587    
   1.00000000      0.951290846       1.08060455      0.129313707    
   1.10000002      0.778264821      0.907192171      0.128927350    
   1.20000005      0.599240243      0.724715412      0.125475168    
   1.30000007      0.416053832      0.534997523      0.118943691    
   1.39999998      0.230565280      0.339934319      0.109369040    
   1.50000000       4.46385592E-02  0.141474396       9.68358368E-02
   1.60000002     -0.139876589      -5.83990924E-02   8.14774930E-02
   1.70000005     -0.321162909     -0.257689089       6.34738207E-02
   1.80000007     -0.497453272     -0.454404324       4.30489480E-02
   1.89999998     -0.667047799     -0.646579087       2.04687119E-02
   2.00000000     -0.828329980     -0.832293689      -3.96370888E-03
   2.10000014     -0.979781985      -1.00969243      -2.99104452E-02
   2.20000005      -1.11999869      -1.17700231      -5.70036173E-02
   2.29999995      -1.24770045      -1.33255196      -8.48515034E-02
   2.40000010      -1.36174464      -1.47478759     -0.113042951    
   2.50000000      -1.46113563      -1.60228717     -0.141151547    
   2.60000014      -1.54503298      -1.71377766     -0.168744683    
   2.70000005      -1.61275864      -1.80814433     -0.195385695    
   2.79999995      -1.66380167      -1.88444459     -0.220642924    
   2.90000010      -1.69782197      -1.94191635     -0.244094372    
   3.00000000      -1.71465158      -1.97998500     -0.265333414    
   3.10000014      -1.71429491      -1.99827027     -0.283975363    
   3.20000005      -1.69692707      -1.99658954     -0.299662471    
   3.29999995      -1.66289008      -1.97495961     -0.312069535    
   3.40000010      -1.61268795      -1.93359637     -0.320908427    
   3.50000000      -1.54698026      -1.87291336     -0.325933099    
   3.60000014      -1.46657383      -1.79351676     -0.326942921    
   3.70000005      -1.37241340      -1.69620001     -0.323786616    
   3.79999995      -1.26557064      -1.58193552     -0.316364884    
   3.90000010      -1.14723253      -1.45186448     -0.304631948    
   4.00000000      -1.01868820      -1.30728722     -0.288599014    
   4.09999990     -0.881315410      -1.14964807     -0.268332660    
   4.20000029     -0.736565590     -0.980521142     -0.243955553    
   4.30000019     -0.585949063     -0.801598012     -0.215648949    
   4.40000010     -0.431019247     -0.614665568     -0.183646321    
   4.50000000     -0.273356915     -0.421591610     -0.148234695    
   4.59999990     -0.114554107     -0.224305242     -0.109751135    
   4.70000029       4.38016206E-02  -2.47767549E-02  -6.85783774E-02
   4.80000019      0.200143009      0.174998343      -2.51446664E-02
   4.90000010      0.352938414      0.373024940       2.00865269E-02
   5.00000000      0.500706673      0.567324400       6.66177273E-02
   5.09999990      0.642031312      0.755955338      0.113924026    
   5.20000029      0.775573909      0.937033832      0.161459923    
   5.30000019      0.900086641       1.10874903      0.208662391    
   5.40000010       1.01442385       1.26938593      0.254962087    
   5.50000000       1.11755204       1.41733956      0.299787521    
   5.59999990       1.20855963       1.55113161      0.342571974    
   5.70000029       1.28666413       1.66942585      0.382761717    
   5.80000019       1.35121906       1.77103925      0.419820189    
   5.90000010       1.40171885       1.85495698      0.453238130    
   6.00000000       1.43780255       1.92034054      0.482537985    
   6.09999990       1.45925570       1.96653688      0.507281184    
   6.20000029       1.46601140       1.99308419      0.527072787    
   6.30000019       1.45814919       1.99971724      0.541568041    
   6.40000010       1.43589294       1.98636985      0.550476909    
   6.50000000       1.39960706       1.95317531      0.553568244    
   6.59999990       1.34979165       1.90046525      0.550673604    
   6.70000029       1.28707612       1.82876611      0.541689992    
   6.80000019       1.21221161       1.73879480      0.526583195    
   6.90000010       1.12606239       1.63145006      0.505387664    
   7.00000000       1.02959609       1.50780451      0.478208423    
   7.09999990      0.923873067       1.36909342      0.445220351    
   7.20000029      0.810034931       1.21670222      0.406667292    
   7.30000019      0.689292550       1.05215466      0.362862110    
   7.40000010      0.562913179      0.877094507      0.314181328    
   7.50000000      0.432207346      0.693270624      0.261063278    
   7.59999990      0.298515558      0.502519846      0.204004288    
   7.70000029      0.163194507      0.306747168      0.143552661    
   7.80000019       2.76035368E-02  0.107910462       8.03069249E-02
   7.90000010     -0.106908888      -9.20044407E-02   1.49044469E-02
