1.8947055 0 "m"
2 0.034282108 "m"
2.0107079 0.045108036 "l"
2.0517549 0.092020394 "l"
2.0928019 0.11728089 "l"
2.1338489 0.15697597 "l"
2.1766805 0.1768235 "l"
2.2212968 0.17862782 "l"
2.2659131 0.17321486 "l"
2.3105294 0.15517165 "l"
2.3569304 0.16599757 "l"
2.405116 0.17141054 "l"
2.4533016 0.21290993 "l"
2.5014872 0.31395193 "l"
2.5514575 0.68744647 "l"
2.6032124 1.167396 "l"
2.6549673 1.5878029 "l"
2.7085068 1.9107764 "l"
2.7638311 2.2662277 "l"
2.8191553 2.3185531 "l"
2.8744795 2.2752494 "l"
2.933373 2.1363166 "l"
2.9922665 1.919798 "l"
3.05116 1.6365196 "l"
3.1136228 1.3045244 "l"
3.1760857 1.1006361 "l"
3.2385485 0.95448605 "l"
3.3045806 0.85344405 "l"
3.3706127 0.79390144 "l"
3.4384295 0.75781501 "l"
3.5062463 0.74698908 "l"
3.5776324 0.75601069 "l"
3.6490184 0.78668415 "l"
3.7221892 0.8660743 "l"
3.7971446 0.90757369 "l"
3.8720999 0.95989901 "l"
3.9506246 1.0410935 "l"
4.0291493 1.0952231 "l"
4.1094587 1.1042447 "l"
4.1915526 1.1060491 "l"
4.2772159 1.1295052 "l"
4.3628792 1.1313096 "l"
4.4485425 1.1457441 "l"
4.5377751 1.1565701 "l"
4.6287924 1.1295052 "l"
4.7215943 1.0934188 "l"
4.8161808 1.0573324 "l"
4.9125521 1.01042 "l"
