   5.00000007E-02   0.00000000    
  0.100000001       0.00000000    
  0.150000006       0.00000000    
  0.200000003       0.00000000    
  0.250000000       0.00000000    
  0.300000012       0.00000000    
  0.349999994       0.00000000    
  0.400000006       0.00000000    
  0.450000018       0.00000000    
  0.500000000       0.00000000    
  0.550000012       0.00000000    
  0.600000024       0.00000000    
  0.650000036       0.00000000    
  0.699999988       0.00000000    
  0.750000000       0.00000000    
  0.800000012       0.00000000    
  0.850000024       0.00000000    
  0.900000036       0.00000000    
  0.949999988       0.00000000    
   1.00000000       0.00000000    
   1.05000007       0.00000000    
   1.10000002       0.00000000    
   1.14999998       0.00000000    
   1.20000005       5.74307777E-02
   1.25000000      0.881486416    
   1.30000007       3.98495841    
   1.35000002       8.46521473    
   1.39999998       9.77877808    
   1.45000005       8.32800579    
   1.50000000       5.70538664    
   1.55000007       3.53789949    
   1.60000002       2.71508098    
   1.64999998       2.71312404    
   1.70000005       3.06545901    
   1.75000000       2.93178725    
   1.80000007       3.14968324    
   1.85000002       2.56452060    
   1.89999998       3.36224389    
   1.95000005       3.39366221    
   2.00000000       3.50604725    
   2.04999995       3.39491010    
   2.10000014       3.63758349    
   2.15000010       3.22815204    
   2.20000005       3.05323720    
   2.25000000       2.96332574    
   2.29999995       3.06773400    
   2.35000014       3.03827381    
   2.40000010       3.14756751    
   2.45000005       2.90716982    
   2.50000000       2.15409851    
   2.54999995       2.15394020    
   2.60000014       2.15406513    
   2.65000010       2.04611588    
   2.70000005       1.84685361    
   2.75000000       1.79564214    
   2.79999995       1.75047684    
   2.85000014       1.93543077    
   2.90000010       1.88894761    
   2.95000005       1.77078414    
   3.00000000       1.68786991    
   3.04999995       1.76211405    
   3.10000014       1.96419442    
   3.15000010       1.67666578    
   3.20000005       1.58931243    
   3.25000000       1.58434653    
   3.29999995       1.69254577    
   3.35000014       1.68529141    
   3.40000010       1.72711611    
   3.45000005       1.64261103    
   3.50000000       1.42629492    
   3.54999995       1.23386431    
   3.60000014       1.28399515    
   3.65000010       1.20993042    
   3.70000005       1.20556355    
   3.75000000       1.25560844    
   3.79999995       1.06322086    
   3.85000014       1.14839876    
   3.90000010       1.16371894    
   3.95000005       1.13826370    
   4.00000000       1.11307311    
   4.05000019       1.04176426    
   4.09999990       1.10110569    
   4.15000010       1.13235283    
   4.20000029       1.07418787    
   4.25000000      0.973890305    
   4.30000019      0.845931351    
   4.34999990      0.790150166    
   4.40000010      0.807373047    
   4.45000029      0.713118315    
   4.50000000      0.601476550    
   4.55000019      0.631414175    
   4.59999990      0.693282604    
   4.65000010      0.583927870    
