           1   2.29986525       5.19804016E-04  -2.69057473E-05
          11   2.29946184       5.19772700E-04  -5.35838990E-05
          21   2.29879355       5.19728172E-04  -7.98081455E-05
          31   2.29786587       5.19669557E-04  -1.05354942E-04
          41   2.29668665       5.19593537E-04  -1.30004657E-04
          51   2.29526591       5.19505353E-04  -1.53542991E-04
          61   2.29361582       5.19403780E-04  -1.75762485E-04
          71   2.29175067       5.19297901E-04  -1.96463967E-04
          81   2.28968668       5.19192079E-04  -2.15458233E-04
          91   2.28744173       5.19085559E-04  -2.32567458E-04
         101   2.28503537       5.18979214E-04  -2.47626740E-04
         111   2.28248906       5.18882065E-04  -2.60485889E-04
         121   2.27982569       5.18798246E-04  -2.71011319E-04
         131   2.27706885       5.18727931E-04  -2.79087399E-04
         141   2.27424383       5.18675952E-04  -2.84618262E-04
         151   2.27137637       5.18643879E-04  -2.87529401E-04
         161   2.26849318       5.18634333E-04  -2.87769246E-04
         171   2.26562095       5.18648012E-04  -2.85310380E-04
         181   2.26278687       5.18684043E-04  -2.80150794E-04
         191   2.26001787       5.18742949E-04  -2.72314908E-04
         201   2.25734043       5.18822460E-04  -2.61854148E-04
         211   2.25478077       5.18917688E-04  -2.48847558E-04
         221   2.25236368       5.19025256E-04  -2.33401661E-04
         231   2.25011277       5.19148132E-04  -2.15649954E-04
         241   2.24805069       5.19269379E-04  -1.95752407E-04
         251   2.24619770       5.19398833E-04  -1.73894077E-04
         261   2.24457264       5.19518566E-04  -1.50283493E-04
         271   2.24319196       5.19628113E-04  -1.25150749E-04
         281   2.24206972       5.19719964E-04  -9.87448584E-05
         291   2.24121714       5.19795693E-04  -7.13308254E-05
         301   2.24064302       5.19849302E-04  -4.31864974E-05
         311   2.24035335       5.19876194E-04  -1.45992099E-05
         321   2.24035096       5.19877183E-04   1.41379605E-05
         331   2.24063611       5.19849418E-04   4.27299856E-05
         341   2.24120569       5.19797672E-04   7.08837251E-05
         351   2.24205375       5.19724388E-04   9.83117716E-05
         361   2.24317193       5.19630150E-04   1.24736049E-04
         371   2.24454856       5.19518624E-04   1.49891217E-04
         381   2.24616981       5.19398367E-04   1.73528038E-04
         391   2.24801922       5.19270659E-04   1.95416156E-04
         401   2.25007820       5.19146153E-04   2.15346648E-04
         411   2.25232625       5.19023510E-04   2.33134007E-04
         421   2.25474095       5.18913206E-04   2.48617871E-04
