           1   2.28651857       4.42067103E-04  -2.11358507E-04
         101   2.25772810       4.18135140E-04  -2.31002632E-04
         201   2.24031782       5.25539333E-04  -3.02392873E-05
         301   2.25168014       4.43470228E-04   2.00181763E-04
         401   2.28035426       4.19212156E-04   2.37717672E-04
         501   2.29922366       5.14387502E-04   5.71662385E-05
         601   2.29178739       4.68155748E-04  -1.73991240E-04
         701   2.26442528       4.03537706E-04  -2.48889846E-04
         801   2.24200940       5.10275830E-04  -8.89612129E-05
         901   2.24663305       4.74107073E-04   1.57991686E-04
        1001   2.27360773       4.04488848E-04   2.51491816E-04
        1101   2.29693151       4.99016489E-04   1.11457521E-04
        1201   2.29589915       4.92411375E-04  -1.27687425E-04
        1301   2.27139401       4.02166770E-04  -2.53061502E-04
        1401   2.24528694       4.83815325E-04  -1.42526638E-04
        1501   2.24288869       5.02779207E-04   1.06730666E-04
        1601   2.26663303       4.01635305E-04   2.51721562E-04
        1701   2.29323292       4.76304820E-04   1.60107506E-04
        1801   2.29865456       5.10480313E-04  -7.48992752E-05
        1901   2.27825308       4.13427362E-04  -2.43527436E-04
        2001   2.24994898       4.52970620E-04  -1.87885875E-04
        2101   2.24067593       5.22211078E-04   4.92929248E-05
        2201   2.25980759       4.12138877E-04   2.38153967E-04
        2301   2.28830671       4.50267515E-04   2.00566283E-04
        2401   2.29992080       5.19247726E-04  -1.83372103E-05
        2501   2.28463912       4.34186484E-04  -2.21029040E-04
        2601   2.25571489       4.25234350E-04  -2.22532864E-04
        2701   2.24013257       5.27265947E-04  -1.10099645E-05
        2801   2.25351286       4.34512156E-04   2.11314138E-04
        2901   2.28239536       4.25817183E-04   2.30626407E-04
        3001   2.29963827       5.17264649E-04   3.91443755E-05
        3101   2.29022431       4.59810311E-04  -1.86962279E-04
        3201   2.26224589       4.06800653E-04  -2.44662282E-04
        3301   2.24129200       5.16607368E-04  -7.06727733E-05
        3401   2.24811149       4.64193639E-04   1.72525630E-04
        3501   2.27579713       4.08022956E-04   2.48543132E-04
        3601   2.29782009       5.04855241E-04   9.46611253E-05
        3701   2.29472947       4.85176250E-04  -1.43251062E-04
        3801   2.26917005       4.01146797E-04  -2.53236853E-04
        3901   2.24408221       4.93072497E-04  -1.26233223E-04
        4001   2.24392343       4.94333566E-04   1.23863327E-04
        4101   2.26885486       4.01111378E-04   2.53148581E-04
        4201   2.29455304       4.84109507E-04   1.45397367E-04
        4301   2.29793429       5.05621138E-04  -9.22418403E-05
        4401   2.27610469       4.08622785E-04  -2.48017343E-04
        4501   2.24833083       4.62796190E-04  -1.74505723E-04
        4601   2.24120355       5.17407490E-04   6.80472658E-05
        4701   2.26194024       4.07373358E-04   2.43952789E-04
        4801   2.28999400       4.58625116E-04   1.88721708E-04
        4901   2.29968452       5.17592242E-04  -3.65748856E-05
        5001   2.28267908       4.26817278E-04  -2.29523110E-04
        5101   2.25377989       4.33306559E-04  -2.12795247E-04
        5201   2.24011993       5.27393946E-04   8.27971962E-06
        5301   2.25543571       4.26331593E-04   2.21232534E-04
        5401   2.28436637       4.33117792E-04   2.22307077E-04
        5501   2.29989719       5.19090332E-04   2.09283317E-05
        5601   2.28855205       4.51450178E-04  -1.98952795E-04
        5701   2.26010656       4.11391520E-04  -2.39058951E-04
        5801   2.24074030       5.21620037E-04  -5.19694295E-05
        5901   2.24971271       4.54349036E-04   1.86055782E-04
        6001   2.27795148       4.12685855E-04   2.44244700E-04
        6101   2.29856181       5.09852660E-04   7.73808279E-05
        6201   2.29342771       4.77439607E-04  -1.58073977E-04
        6301   2.26694703       4.01482277E-04  -2.52010534E-04
        6401   2.24302578       5.01639850E-04  -1.09198736E-04
        6501   2.24510741       4.85163357E-04   1.40267715E-04
        6601   2.27107930       4.01946018E-04   2.53172766E-04
        6701   2.29574203       4.91431507E-04   1.29934720E-04
        6801   2.29706645       4.99903050E-04  -1.09112836E-04
        6901   2.27391958       4.04927443E-04  -2.51160498E-04
        7001   2.24683428       4.72722691E-04  -1.60109805E-04
        7101   2.24189758       5.11258491E-04   8.64021931E-05
        7201   2.26411486       4.03923361E-04   2.48377881E-04
        7301   2.29157329       4.66989091E-04   1.75885361E-04
        7401   2.29929185       5.14861546E-04  -5.46308584E-05
        7501   2.28064704       4.20100841E-04  -2.36791064E-04
        7601   2.25193357       4.42164077E-04  -2.01829811E-04
        7701   2.24028087       5.25888579E-04   2.75259954E-05
        7801   2.25743866       4.19083284E-04   2.29884870E-04
        7901   2.28625774       4.40933800E-04   2.12799961E-04
        8001   2.29999852       5.19804657E-04   2.60071829E-06
        8101   2.28677773       4.43214551E-04  -2.09896578E-04
        8201   2.25801921       4.17216565E-04  -2.32098362E-04
        8301   2.24035811       5.25162905E-04  -3.29549803E-05
        8401   2.25142813       4.44789301E-04   1.98507099E-04
        8501   2.28005958       4.18337993E-04   2.38620763E-04
        8601   2.29915237       5.13898267E-04   5.97009202E-05
        8701   2.29199982       4.69331047E-04  -1.72076878E-04
        8801   2.26473713       4.03189886E-04  -2.49378791E-04
        8901   2.24212408       5.09290141E-04  -9.15169658E-05
        9001   2.24643373       4.75507113E-04   1.55853573E-04
        9101   2.27329493       4.04087768E-04   2.51800229E-04
        9201   2.29679394       4.98130394E-04   1.13796625E-04
        9301   2.29605436       4.93400439E-04  -1.25425489E-04
        9401   2.27170873       4.02424164E-04  -2.52925412E-04
        9501   2.24546909       4.82470496E-04  -1.44771795E-04
        9601   2.24275422       5.03914722E-04   1.04250401E-04
        9701   2.26631904       4.01830301E-04   2.51408579E-04
        9801   2.29303598       4.75181703E-04   1.62128155E-04
        9901   2.29874468       5.11103077E-04  -7.24098281E-05
