           1   2.29378676       8.21105496E-04
          21   2.28775382       8.19795474E-04
          41   2.28106451       8.18702683E-04
          61   2.27395749       8.18007102E-04
          81   2.26669168       8.17835622E-04
         101   2.25953770       8.18248256E-04
         121   2.25276899       8.19213514E-04
         141   2.24664974       8.20605084E-04
         161   2.24142385       8.22211849E-04
         181   2.23730350       8.23763199E-04
         201   2.23445821       8.24995514E-04
         221   2.23300719       8.25664087E-04
         241   2.23301053       8.25671363E-04
         261   2.23446894       8.24981660E-04
         281   2.23732066       8.23749346E-04
         301   2.24144697       8.22193339E-04
         321   2.24667788       8.20584944E-04
         341   2.25280094       8.19192384E-04
         361   2.25957227       8.18227418E-04
         381   2.26672721       8.17818567E-04
         401   2.27399302       8.17992899E-04
         421   2.28109860       8.18691798E-04
         441   2.28778505       8.19783716E-04
         461   2.29381418       8.21095426E-04
         481   2.29897642       8.22456088E-04
         501   2.30309486       8.23685550E-04
         521   2.30603051       8.24629678E-04
         541   2.30768585       8.25187133E-04
         561   2.30800629       8.25296738E-04
         581   2.30698109       8.24945571E-04
         601   2.30464411       8.24169314E-04
         621   2.30107307       8.23065289E-04
         641   2.29638696       8.21744150E-04
         661   2.29074550       8.20385525E-04
         681   2.28434324       8.19165434E-04
         701   2.27740550       8.18258617E-04
         721   2.27018285       8.17824155E-04
         741   2.26294088       8.17954889E-04
         761   2.25595379       8.18660832E-04
         781   2.24949074       8.19873763E-04
         801   2.24380732       8.21406546E-04
         821   2.23913217       8.23021284E-04
         841   2.23565650       8.24445218E-04
         861   2.23352504       8.25401628E-04
         881   2.23282623       8.25740048E-04
         901   2.23359013       8.25373805E-04
         921   2.23578405       8.24391376E-04
         941   2.23931670       8.22953531E-04
         961   2.24404144       8.21335358E-04
         981   2.24976492       8.19807523E-04
        1001   2.25625706       8.18616361E-04
        1021   2.26326156       8.17931083E-04
        1041   2.27050829       8.17827415E-04
        1061   2.27772403       8.18286790E-04
        1081   2.28464270       8.19208217E-04
        1101   2.29101562       8.20440182E-04
        1121   2.29661822       8.21799680E-04
        1141   2.30125761       8.23116396E-04
        1161   2.30477571       8.24209186E-04
        1181   2.30705547       8.24973453E-04
        1201   2.30802059       8.25294643E-04
        1221   2.30763984       8.25161871E-04
        1241   2.30592585       8.24590097E-04
        1261   2.30293465       8.23621347E-04
        1281   2.29876637       8.22386588E-04
        1301   2.29356122       8.21019756E-04
        1321   2.28749776       8.19708745E-04
        1341   2.28078747       8.18632776E-04
        1361   2.27366900       8.17954249E-04
        1381   2.26640248       8.17805470E-04
        1401   2.25925899       8.18239991E-04
        1421   2.25251126       8.19227076E-04
        1441   2.24642324       8.20633315E-04
        1461   2.24123764       8.22243514E-04
