           1   2.29784274       5.12699480E-04
          41   2.29208779       5.05432603E-04
          81   2.28351259       4.97806235E-04
         121   2.27326560       4.89758793E-04
         161   2.26272583       4.81366791E-04
         201   2.25332284       4.72791493E-04
         241   2.24633408       4.64178156E-04
         281   2.24269271       4.55631583E-04
         321   2.24284887       4.47251950E-04
         361   2.24670696       4.39215510E-04
         401   2.25365686       4.31687338E-04
         441   2.26268125       4.24747879E-04
         481   2.27251840       4.18336567E-04
         521   2.28184557       4.12301626E-04
         561   2.28945279       4.06502106E-04
         601   2.29438806       4.00859950E-04
         641   2.29606175       3.95328447E-04
         681   2.29430532       3.89814290E-04
         721   2.28938675       3.84208048E-04
         761   2.28197694       3.78380908E-04
         801   2.27307320       3.72286420E-04
         841   2.26387548       3.65971471E-04
         881   2.25562882       3.59548809E-04
         921   2.24944949       3.53113719E-04
         961   2.24615932       3.46731220E-04
        1001   2.24616551       3.40472005E-04
        1041   2.24940515       3.34440323E-04
        1081   2.25536728       3.28743365E-04
        1121   2.26318121       3.23452987E-04
        1161   2.27175546       3.18525883E-04
        1201   2.27993464       3.13861121E-04
        1241   2.28665352       3.09372612E-04
        1281   2.29106569       3.05002701E-04
        1321   2.29263926       3.00711603E-04
        1361   2.29121256       2.96445185E-04
        1401   2.28700829       2.92129756E-04
        1441   2.28060508       2.87681294E-04
        1481   2.27286768       2.83059722E-04
        1521   2.26484108       2.78300868E-04
        1561   2.25761032       2.73476995E-04
        1601   2.25215054       2.68658099E-04
        1641   2.24918580       2.63883907E-04
        1681   2.24908352       2.59190798E-04
        1721   2.25180507       2.54652230E-04
        1761   2.25692177       2.50343059E-04
        1801   2.26368833       2.46310345E-04
        1841   2.27116036       2.42529786E-04
        1881   2.27832937       2.38936074E-04
        1921   2.28425789       2.35466054E-04
        1961   2.28819537       2.32088569E-04
        2001   2.28966355       2.28772537E-04
        2041   2.28850865       2.25483149E-04
        2081   2.28491521       2.22167218E-04
        2121   2.27938128       2.18769143E-04
        2161   2.27265763       2.15263397E-04
        2201   2.26565337       2.11671781E-04
        2241   2.25931430       2.08044483E-04
        2281   2.25449324       2.04424534E-04
        2321   2.25182748       2.00841445E-04
        2361   2.25164771       1.97316433E-04
        2401   2.25393391       1.93896907E-04
        2441   2.25832605       1.90637555E-04
        2481   2.26418614       1.87565311E-04
        2521   2.27069640       1.84668126E-04
        2561   2.27697730       1.81903699E-04
        2601   2.28220487       1.79230308E-04
        2641   2.28571367       1.76620932E-04
        2681   2.28707528       1.74062006E-04
        2721   2.28614450       1.71527281E-04
        2761   2.28307366       1.68981816E-04
        2801   2.27829123       1.66385551E-04
        2841   2.27244878       1.63724559E-04
        2881   2.26633668       1.61012489E-04
        2921   2.26078033       1.58279625E-04
        2961   2.25652528       1.55557063E-04
        3001   2.25413227       1.52868102E-04
        3041   2.25389886       1.50221080E-04
        3081   2.25581884       1.47641447E-04
        3121   2.25958943       1.45177692E-04
        3161   2.26466465       1.42836536E-04
        3201   2.27033639       1.40618664E-04
        3241   2.27583718       1.38493997E-04
        3281   2.28044391       1.36437942E-04
        3321   2.28356719       1.34426577E-04
        3361   2.28482389       1.32456582E-04
        3401   2.28407764       1.30505097E-04
        3441   2.28145409       1.28552056E-04
        3481   2.27732134       1.26568630E-04
        3521   2.27224469       1.24547150E-04
        3561   2.26691151       1.22496800E-04
        3601   2.26204181       1.20434910E-04
        3641   2.25828767       1.18383490E-04
        3681   2.25614309       1.16352021E-04
        3721   2.25587440       1.14356517E-04
        3761   2.25748563       1.12413429E-04
        3801   2.26072311       1.10544890E-04
        3841   2.26511812       1.08764216E-04
        3881   2.27005816       1.07067659E-04
        3921   2.27487445       1.05438390E-04
        3961   2.27893138       1.03856393E-04
        4001   2.28170896       1.02311926E-04
        4041   2.28286386       1.00794030E-04
        4081   2.28226972       9.92944842E-05
        4121   2.28002906       9.77950695E-05
        4161   2.27645874       9.62820632E-05
        4201   2.27204800       9.47465378E-05
        4241   2.26739502       9.31942486E-05
        4281   2.26312780       9.16367790E-05
        4321   2.25981665       9.00901141E-05
        4361   2.25789666       8.85597547E-05
        4401   2.25760651       8.70540462E-05
        4441   2.25895762       8.55864564E-05
        4481   2.26173711       8.41712244E-05
        4521   2.26554298       8.28162447E-05
        4561   2.26984525       8.15198291E-05
        4601   2.27406073       8.02718132E-05
        4641   2.27763224       7.90593040E-05
        4681   2.28009987       7.78710964E-05
        4721   2.28115773       7.67047968E-05
        4761   2.28068876       7.55549481E-05
        4801   2.27877617       7.44066347E-05
