           1   2.48815036       2.41341591E-02  -5.72345802E-04
          41   2.45461488       2.39927042E-02  -1.10248593E-03
          81   2.40214348       2.37833373E-02  -1.54331420E-03
         121   2.33569980       2.34596394E-02  -1.83645543E-03
         161   2.26280379       2.29821224E-02  -1.91596767E-03
         201   2.19332027       2.23446134E-02  -1.72663166E-03
         241   2.13804936       2.15858147E-02  -1.25741155E-03
         281   2.10608029       2.07701176E-02  -5.71222685E-04
         321   2.10215497       1.99769605E-02   2.00337556E-04
         361   2.12565446       1.93032119E-02   9.03265842E-04
         401   2.17140675       1.88197438E-02   1.41591625E-03
         441   2.23137379       1.85203440E-02   1.67896936E-03
         481   2.29647493       1.83400642E-02   1.69346598E-03
         521   2.35815597       1.82133149E-02   1.49932876E-03
         561   2.40941262       1.81048810E-02   1.15132588E-03
         601   2.44519567       1.80040952E-02   7.03177124E-04
         641   2.46238542       1.79082192E-02   2.01634131E-04
         681   2.45961761       1.78111661E-02  -3.12512799E-04
         721   2.43717551       1.76987443E-02  -8.00088164E-04
         761   2.39704776       1.75476894E-02  -1.21849496E-03
         801   2.34313774       1.73287038E-02  -1.51841529E-03
         841   2.28146958       1.70162711E-02  -1.64574175E-03
         881   2.22005129       1.66040193E-02  -1.55322312E-03
         921   2.16795206       1.61123723E-02  -1.22303714E-03
         961   2.13344407       1.55773386E-02  -6.90403162E-04
        1001   2.12184954       1.50397699E-02  -4.77735302E-05
        1041   2.13424373       1.45520391E-02   5.81415021E-04
        1081   2.16757488       1.41668599E-02   1.08452840E-03
        1121   2.21578670       1.39022451E-02   1.39123807E-03
        1161   2.27130485       1.37315607E-02   1.48180558E-03
        1201   2.32645559       1.36120440E-02   1.37609907E-03
        1241   2.37453246       1.35132298E-02   1.11521303E-03
        1281   2.41037941       1.34225953E-02   7.46042700E-04
        1321   2.43055892       1.33367451E-02   3.13069002E-04
        1361   2.43330264       1.32520357E-02  -1.43392361E-04
        1401   2.41843677       1.31597575E-02  -5.85100148E-04
        1441   2.38739204       1.30448602E-02  -9.72488779E-04
        1481   2.34331155       1.28882360E-02  -1.26227248E-03
        1521   2.29115486       1.26732150E-02  -1.40876952E-03
        1561   2.23756289       1.23949908E-02  -1.37203513E-03
        1601   2.19017792       1.20653883E-02  -1.13375264E-03
        1641   2.15627646       1.17059685E-02  -7.15012080E-04
        1681   2.14107013       1.13395313E-02  -1.82633288E-04
        1721   2.14645696       1.09940572E-02   3.65893589E-04
        1761   2.17078710       1.07031846E-02   8.32694466E-04
        1801   2.20955110       1.04870237E-02   1.14737055E-03
        1841   2.25653434       1.03380689E-02   1.27942744E-03
        1881   2.30503964       1.02314148E-02   1.23442290E-03
        1921   2.34889960       1.01444349E-02   1.04119128E-03
        1961   2.38312602       1.00655071E-02   7.38647999E-04
        2001   2.40420151       9.99090821E-03   3.67112138E-04
        2041   2.41013575       9.91815794E-03  -3.50927585E-05
        2081   2.40044212       9.84180253E-03  -4.31300956E-04
        2121   2.37613702       9.75196809E-03  -7.84547068E-04
        2161   2.33978987       9.63597372E-03  -1.05607137E-03
        2201   2.29555655       9.48278699E-03  -1.20651245E-03
